date,Open,High,Low,Close,Volume,aVWAP_peak_868,aVWAP_peak_793,aVWAP_peak_763,aVWAP_peak_762,aVWAP_peak_742,aVWAP_peak_717,aVWAP_peak_695,aVWAP_peak_671,aVWAP_peak_648,aVWAP_peak_627,aVWAP_peak_594,aVWAP_peak_571,aVWAP_peak_512,aVWAP_peak_493,aVWAP_peak_429,aVWAP_peak_410,aVWAP_peak_409,aVWAP_peak_389,aVWAP_peak_354,aVWAP_peak_322,aVWAP_peak_286,aVWAP_peak_256,aVWAP_peak_184,aVWAP_peak_166,aVWAP_peak_119,aVWAP_peak_118,aVWAP_peak_70,aVWAP_peak_53,aVWAP_valley_876,aVWAP_valley_857,aVWAP_valley_789,aVWAP_valley_751,aVWAP_valley_750,aVWAP_valley_728,aVWAP_valley_702,aVWAP_valley_684,aVWAP_valley_662,aVWAP_valley_642,aVWAP_valley_609,aVWAP_valley_583,aVWAP_valley_533,aVWAP_valley_508,aVWAP_valley_469,aVWAP_valley_468,aVWAP_valley_403,aVWAP_valley_402,aVWAP_valley_381,aVWAP_valley_334,aVWAP_valley_296,aVWAP_valley_246,aVWAP_valley_173,aVWAP_valley_99,aVWAP_valley_98,aVWAP_valley_97,aVWAP_OB_bull_642,aVWAP_OB_bear_717,aVWAP_OB_bear_493,aVWAP_OB_bear_429,aVWAP_OB_bear_354,aVWAP_OB_bear_184,aVWAP_OB_bear_119,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,41.1,41.385,41.095,41.385,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,220.0,False,False,False,False
2025-02-03 16:00:00+00:00,41.385,41.385,41.23,41.23,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-111.0,-1.7209302325581395,False,False,False,False,218.31007751937983,False,False,False,False
2025-02-03 17:00:00+00:00,41.23,41.23,40.685,40.685,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-234.0,-5.322156120425455,False,False,False,False,216.8324018989243,False,False,False,False
2025-02-03 18:00:00+00:00,40.68,40.945,40.68,40.87,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,7.78704497622562,-42.99165952139694,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-201.0,-8.355921141814207,False,False,False,False,213.98228714080145,False,False,False,False
2025-02-03 19:00:00+00:00,40.87,41.1,40.87,41.01,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,17.21632999607023,-34.97252570211033,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-92.0,-9.652728565972126,False,False,False,False,212.35465478202934,False,False,False,False
2025-02-03 20:00:00+00:00,41.01,41.18,40.92,41.18,495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,27.439276864909395,-26.58681606058498,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,403.0,-3.2550118440190703,False,False,False,False,216.73675315750174,False,False,False,False
2025-02-04 15:00:00+00:00,41.18,41.68,41.18,41.68,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,40.84514203577078,-15.536325515270804,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,528.0,4.981499967516109,False,False,False,False,215.31447791474977,False,False,False,False
2025-02-04 16:00:00+00:00,41.68,42.265,41.68,42.16,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,52.91587877189354,-5.924843511068865,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,885.0,18.62519764243834,False,False,False,False,217.5111526757614,False,False,False,False
2025-02-04 17:00:00+00:00,42.16,42.74,42.16,42.71,594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,63.04737246332171,1.9732066741056542,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1479.0,41.26666744643154,False,False,False,False,223.34818906838524,False,False,False,False
2025-02-04 18:00:00+00:00,42.71,42.97,42.71,42.96,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,70.4822130926623,7.678126028078502,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1679.0,66.65788190462641,False,False,False,False,222.9862016409684,False,False,False,False
