date,Close,High,Low,Open,Volume,aVWAP_peak_907,aVWAP_peak_890,aVWAP_peak_852,aVWAP_peak_838,aVWAP_peak_804,aVWAP_peak_803,aVWAP_peak_783,aVWAP_peak_761,aVWAP_peak_720,aVWAP_peak_701,aVWAP_peak_681,aVWAP_peak_642,aVWAP_peak_603,aVWAP_peak_567,aVWAP_peak_539,aVWAP_peak_519,aVWAP_peak_471,aVWAP_peak_446,aVWAP_peak_420,aVWAP_peak_381,aVWAP_peak_351,aVWAP_peak_272,aVWAP_peak_260,aVWAP_peak_241,aVWAP_peak_230,aVWAP_peak_209,aVWAP_peak_180,aVWAP_peak_154,aVWAP_peak_134,aVWAP_peak_114,aVWAP_peak_65,aVWAP_peak_52,aVWAP_valley_897,aVWAP_valley_885,aVWAP_valley_848,aVWAP_valley_832,aVWAP_valley_831,aVWAP_valley_797,aVWAP_valley_778,aVWAP_valley_746,aVWAP_valley_733,aVWAP_valley_701,aVWAP_valley_700,aVWAP_valley_673,aVWAP_valley_656,aVWAP_valley_620,aVWAP_valley_593,aVWAP_valley_571,aVWAP_valley_554,aVWAP_valley_531,aVWAP_valley_511,aVWAP_valley_455,aVWAP_valley_441,aVWAP_valley_374,aVWAP_valley_371,aVWAP_valley_335,aVWAP_valley_278,aVWAP_valley_251,aVWAP_valley_221,aVWAP_valley_203,aVWAP_valley_159,aVWAP_valley_141,aVWAP_valley_113,aVWAP_valley_64,aVWAP_valley_43,aVWAP_OB_bull_897,aVWAP_OB_bull_701,aVWAP_OB_bear_838,aVWAP_OB_bear_761,aVWAP_OB_bear_539,aVWAP_OB_bear_471,aVWAP_OB_bear_381,aVWAP_OB_bear_351,aVWAP_OB_bear_272,aVWAP_OB_bear_230,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,207.0,212.4,203.1,211.8,7160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,7160.0,False,False,False,False
2022-01-04 00:00:00+00:00,200.7,208.8,198.0,208.8,8587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8587,-336.7450980392157,False,False,False,False,7215.9607843137255,False,False,False,False
2022-01-05 00:00:00+00:00,191.4,200.4,189.0,200.4,10125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18712,-1057.3433294886581,False,False,False,False,7330.0407535563245,False,False,False,False
2022-01-06 00:00:00+00:00,190.5,194.4,187.5,191.7,5804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24516,-1977.2906499008677,False,False,False,False,7270.196018122744,False,False,False,False
2022-01-07 00:00:00+00:00,190.5,195.0,186.15,191.1,4875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24516,-2861.1616048067162,False,False,False,False,7176.266762510088,False,False,False,False
2022-01-10 00:00:00+00:00,173.7,189.75,172.8,189.3,11548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-36064,-4163.233698735865,False,False,False,False,7347.707281627339,False,False,False,False
2022-01-11 00:00:00+00:00,177.3,179.4,171.003,175.8,5128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,4.025124820582542,-46.310302247799335,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-30936,-5213.146102707007,False,False,False,False,7260.659937249797,False,False,False,False
2022-01-12 00:00:00+00:00,166.5,180.294,166.2,177.3,13993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,5.561615480889568,-45.12547052143915,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-44929,-6770.630569267517,False,False,False,False,7524.673273043923,False,False,False,False
2022-01-13 00:00:00+00:00,159.0,171.3,157.8,166.8,13694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,6.071449421593345,-44.88324461319242,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-58623,-8804.056821453105,False,False,False,False,7766.607654493181,False,False,False,False
2022-01-14 00:00:00+00:00,158.7,166.521,153.0,158.7,8504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,6.392892705780021,-44.74790790203908,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-67127,-11091.231063749061,False,False,False,False,7795.525001375801,False,False,False,False
2022-01-18 00:00:00+00:00,154.2,158.4,151.2,158.1,10247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,6.33965302739999,-44.74790790203908,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-77374,-13690.555335758901,False,False,False,False,7891.661275831652,False,False,False,False
2022-01-19 00:00:00+00:00,143.4,158.4,141.9,153.3,14648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,5.823263028507574,-44.74790790203908,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-92022,-16762.376695140905,False,False,False,False,8156.61573560296,False,False,False,False
2022-01-20 00:00:00+00:00,143.7,154.5,143.4,144.3,43241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,5.701873573252659,-44.74790790203908,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-48781,-18018.00898160597,False,False,False,False,9532.473942049903,False,False,False,False
2022-01-21 00:00:00+00:00,138.0,144.903,135.9,140.7,13587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,5.388050978783684,-44.74790790203908,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-62368,-19757.224315660642,False,False,False,False,9691.474963930299,False,False,False,False
2022-01-24 00:00:00+00:00,136.2,137.4,127.05,130.5,19757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,5.111292173132121,-43.53852581120101,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-82125,-22203.019440536696,False,False,False,False,10086.201435933031,False,False,False,False
2022-01-25 00:00:00+00:00,136.5,137.7,130.5,135.3,9177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,5.173133238820114,-43.53852581120101,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-72948,-24193.01867816271,False,False,False,False,10050.546477661148,False,False,False,False
2022-01-26 00:00:00+00:00,127.2,144.3,122.7,139.8,27159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,4.845542376812854,-43.87863593352084,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-100107,-27170.037553528877,False,False,False,False,10721.46622363522,False,False,False,False
2022-01-27 00:00:00+00:00,117.0,127.8,116.7,127.8,11274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,4.3459914912960915,-44.39690514002298,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-111381,-30472.42823770422,False,False,False,False,10743.134214865211,False,False,False,False
2022-01-28 00:00:00+00:00,120.0,122.1,114.0,118.5,11044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,5.98278154345053,-45.36280262420673,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-100337,-33212.215365637385,False,False,False,False,10754.932873105792,False,False,False,False
2022-01-31 00:00:00+00:00,127.2,128.4,120.6,121.2,17823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,11.277806018475964,-40.53309785006539,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-82514,-35145.618684632,False,False,False,False,11032.11197612125,False,False,False,False
2022-02-01 00:00:00+00:00,132.3,134.1,125.223,128.7,7281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,17.352521912638007,-35.23744407634909,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-75233,-36717.67285386212,False,False,False,False,10885.009545685123,False,False,False,False
2022-02-02 00:00:00+00:00,124.5,132.9,123.0,132.9,7443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,20.014041650498555,-33.2667895117035,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-82676,-38519.960192926344,False,False,False,False,10750.028779187667,False,False,False,False
2022-02-03 00:00:00+00:00,118.2,123.3,116.1,121.8,9894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,20.847132194679006,-32.891756461987306,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-92570,-40639.56959712531,False,False,False,False,10716.459023141093,False,False,False,False
2022-02-04 00:00:00+00:00,121.2,123.0,115.8,119.85,4430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,22.827185191450532,-31.290945345639518,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-88140,-42502.33157370863,False,False,False,False,10469.931218312031,False,False,False,False
2022-02-07 00:00:00+00:00,118.2,124.5,116.7,123.0,7525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,23.63645242994201,-30.698086945730758,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-95665,-44587.14210022986,False,False,False,False,10354.443719554698,False,False,False,False
2022-02-08 00:00:00+00:00,116.1,120.0,112.8,120.0,10503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,23.820812809179593,-30.558969975565617,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-106168,-47002.077704142415,False,False,False,False,10360.26945604275,False,False,False,False
2022-02-09 00:00:00+00:00,120.6,123.0,116.7,118.5,14100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,26.229363159008763,-28.260890556057376,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-92068,-48769.368774568204,False,False,False,False,10506.92555580578,False,False,False,False
2022-02-10 00:00:00+00:00,113.4,120.6,112.8,117.6,13825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,26.413880912784602,-28.043735935733885,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-105893,-51009.51117556553,False,False,False,False,10637.046122244768,False,False,False,False
2022-02-11 00:00:00+00:00,111.3,114.9,108.9,114.9,12902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,26.160145707316346,-28.043735935733885,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-118795,-53667.765639268844,False,False,False,False,10725.867842941052,False,False,False,False
2022-02-14 00:00:00+00:00,106.8,114.9,105.75,105.75,15057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,25.217370962148827,-28.043735935733885,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-133852,-56812.24541812105,False,False,False,False,10895.716162825716,False,False,False,False
2022-02-15 00:00:00+00:00,112.5,116.1,108.9,108.9,20511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,27.44975863473995,-26.73350724011098,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-113341,-59029.05932329278,False,False,False,False,11272.786117224709,False,False,False,False
2022-02-16 00:00:00+00:00,101.1,112.8,97.5,111.6,33790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,26.835772977490706,-26.73350724011098,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-147131,-62484.037389046,False,False,False,False,12155.81411262766,False,False,False,False
2022-02-17 00:00:00+00:00,95.4,103.2,93.6,99.9,25912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,25.589651324465088,-26.73350724011098,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-173043,-66819.68298163245,False,False,False,False,12695.272382720694,False,False,False,False
2022-02-18 00:00:00+00:00,90.0,96.0,89.7,94.2,25065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,24.04526477421818,-26.73350724011098,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-198108,-71968.24443333314,False,False,False,False,13180.359740261058,False,False,False,False
2022-02-22 00:00:00+00:00,91.2,95.4,84.9,90.0,38022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,23.599429617602624,-26.73350724011098,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-160086,-75423.84269084949,False,False,False,False,14154.541711231213,False,False,False,False
2022-02-23 00:00:00+00:00,83.7,93.3,82.95,91.2,25323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,22.30165647713651,-23.848077112504342,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-185409,-79736.98611473774,False,False,False,False,14592.520467653518,False,False,False,False
2022-02-24 00:00:00+00:00,78.6,81.3,75.3,80.1,47125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,20.845432129172604,-25.335756817659462,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-232534,-85729.02587494411,False,False,False,False,15868.30397872593,False,False,False,False
2022-02-25 00:00:00+00:00,82.5,84.6,78.15,79.5,27766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,21.799422651003372,-25.335756817659462,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-204768,-90397.2209386718,False,False,False,False,16334.880293285696,False,False,False,False
2022-02-28 00:00:00+00:00,77.7,84.3,76.2,81.0,45613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,21.74810310192641,-25.335756817659462,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-250381,-96671.09462735134,False,False,False,False,17483.041850411748,False,False,False,False
2022-03-01 00:00:00+00:00,79.8,82.2,77.55,80.4,19410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,22.76318529558015,-25.335756817659462,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-230971,-101937.75758314149,False,False,False,False,17558.60883667011,False,False,False,False
2022-03-02 00:00:00+00:00,78.3,80.64,75.9,79.8,13408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,23.1870140001876,-25.335756817659462,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-244379,-107523.68865831241,False,False,False,False,17395.839862683046,False,False,False,False
2022-03-03 00:00:00+00:00,72.9,78.6,71.7,78.3,18364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,22.603680586421593,-25.335756817659462,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-262743,-113610.7204756335,False,False,False,False,17433.806926891553,False,False,False,False
2022-03-04 00:00:00+00:00,64.2,74.1,63.6,74.1,28948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,21.066119948129913,-25.74818119044219,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-291691,-120594.26084913807,False,False,False,False,17885.34391015071,False,False,False,False
2022-03-07 00:00:00+00:00,74.7,76.5,61.8,64.2,34032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,71.0,#000000,,71.0,,24.84889917256541,-28.52150136757873,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-257659,-125969.34865897578,False,False,False,False,18518.546109752646,False,False,False,False
