date,Open,High,Low,Close,Volume,aVWAP_peak_865,aVWAP_peak_831,aVWAP_peak_793,aVWAP_peak_768,aVWAP_peak_624,aVWAP_peak_565,aVWAP_peak_536,aVWAP_peak_486,aVWAP_peak_456,aVWAP_peak_406,aVWAP_peak_364,aVWAP_peak_321,aVWAP_peak_286,aVWAP_peak_254,aVWAP_peak_222,aVWAP_peak_198,aVWAP_peak_119,aVWAP_peak_74,aVWAP_peak_35,aVWAP_peak_15,aVWAP_valley_886,aVWAP_valley_804,aVWAP_valley_774,aVWAP_valley_738,aVWAP_valley_702,aVWAP_valley_644,aVWAP_valley_618,aVWAP_valley_582,aVWAP_valley_552,aVWAP_valley_506,aVWAP_valley_468,aVWAP_valley_414,aVWAP_valley_372,aVWAP_valley_334,aVWAP_valley_333,aVWAP_valley_283,aVWAP_valley_264,aVWAP_valley_238,aVWAP_valley_143,aVWAP_valley_97,aVWAP_valley_48,aVWAP_valley_28,aVWAP_OB_bull_290,aVWAP_OB_bear_565,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,61.125,63.35,60.76,62.84,7087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,7087.0,False,False,False,False
2025-02-03 16:00:00+00:00,62.84,64.305,62.84,64.02,4507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4507.0,69.87596899224806,False,False,False,False,7047.0,False,False,False,False
2025-02-03 17:00:00+00:00,64.105,64.34,63.66,63.85,5271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,95.35095715587977,33.72835004557919,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-764.0,56.947659395469024,False,False,False,False,7019.46511627907,False,False,False,False
2025-02-03 18:00:00+00:00,63.845,65.01,63.735,65.01,8258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,94.65542568921597,33.72835004557919,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7494.0,172.25079645910517,False,False,False,False,7038.667207499549,False,False,False,False
2025-02-03 19:00:00+00:00,65.01,66.585,65.01,66.585,7967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,95.1824994451361,34.60465106404857,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15461.0,409.28566783183226,False,False,False,False,7053.059963972423,False,False,False,False
2025-02-03 20:00:00+00:00,66.585,67.045,64.59,65.03,25639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,84.98252833521585,34.60465106404857,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10178.0,245.1417039894783,False,False,False,False,7341.214073058122,False,False,False,False
2025-02-04 15:00:00+00:00,65.155,66.14,64.765,65.88,12886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,80.1687515090707,41.094883345064275,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2708.0,283.325553540029,False,False,False,False,7427.1797463440425,False,False,False,False
2025-02-04 16:00:00+00:00,65.88,65.99,64.815,64.865,8300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,72.62490332901432,33.97526823769965,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5592.0,192.23523488049364,False,False,False,False,7440.711843299949,False,False,False,False
2025-02-04 17:00:00+00:00,64.93,65.39,63.96,64.59,6499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,66.57534558985361,28.34816084263032,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12091.0,1.797479300951096,False,False,False,False,7426.111659682895,False,False,False,False
2025-02-04 18:00:00+00:00,64.82,66.81,64.61,65.635,18778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,65.35399872089133,27.048404270671682,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6687.0,105.44403000946349,False,False,False,False,7602.109928525021,False,False,False,False
