date,Open,High,Low,Close,Volume,aVWAP_peak_335,aVWAP_peak_334,aVWAP_peak_309,aVWAP_peak_290,aVWAP_peak_257,aVWAP_peak_227,aVWAP_peak_193,aVWAP_peak_89,aVWAP_peak_43,aVWAP_peak_42,aVWAP_valley_361,aVWAP_valley_344,aVWAP_valley_316,aVWAP_valley_251,aVWAP_valley_96,aVWAP_valley_72,aVWAP_valley_17,aVWAP_valley_16,aVWAP_OB_bull_96,aVWAP_OB_bear_335,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-10 15:00:00+00:00,5.275,5.345,5.265,5.315,46390.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,46390.0,False,False,False,False
2025-02-10 16:00:00+00:00,5.315,5.355,5.305,5.335,37444.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,37444.0,580.5271317829457,False,False,False,False,46251.3023255814,False,False,False,False
2025-02-10 17:00:00+00:00,5.335,5.375,5.335,5.365,27971.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,65415.0,1585.712757646776,False,False,False,False,45967.8867856499,False,False,False,False
2025-02-10 18:00:00+00:00,5.365,5.37,5.335,5.335,14456.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,86.20102214650757,37.58091993185681,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,50959.0,2351.1900792336473,False,False,False,False,45479.33040137626,False,False,False,False
2025-02-10 19:00:00+00:00,5.335,5.345,5.325,5.335,12840.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,77.00170357751261,30.129471890970905,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,50959.0,3104.7995353695596,False,False,False,False,44973.294271122366,False,False,False,False
2025-02-10 20:00:00+00:00,5.335,5.365,5.315,5.365,111701.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,75.61293871450479,29.87310991971532,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,162660.0,5578.523573580884,False,False,False,False,46007.8323444383,False,False,False,False
2025-02-11 15:00:00+00:00,5.405,5.485,5.39,5.47,41318.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,79.89491513418145,24.65221528449024,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,203978.0,8654.484448409086,False,False,False,False,45935.12176545476,False,False,False,False
2025-02-11 16:00:00+00:00,5.475,5.515,5.465,5.485,21459.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.07507337411496,27.095247361950427,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,225437.0,12015.453681767085,False,False,False,False,45555.6470094012,False,False,False,False
2025-02-11 17:00:00+00:00,5.485,5.485,5.445,5.455,20362.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,80.42736323704335,27.095247361950427,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,205075.0,15008.624942514882,False,False,False,False,45165.047830960866,False,False,False,False
2025-02-11 18:00:00+00:00,5.455,5.455,5.425,5.43,21029.0,,,,,,,,,,,,,,,,,,,,,,#000000,,,,75.39685079936925,32.436276962340244,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,184046.0,17629.359439530155,False,False,False,False,44790.84553900798,False,False,False,False
