date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_162,aVWAP_BoS_CHoCH_bull_432,aVWAP_BoS_CHoCH_bull_482,aVWAP_BoS_CHoCH_bear_148,aVWAP_BoS_CHoCH_bear_258,aVWAP_BoS_CHoCH_bear_309,aVWAP_BoS_CHoCH_bear_374,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-08-09 00:00:00+00:00,15.5328862879,16.0271745681,15.4205683594,16.0271745681,6595,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-08-10 00:00:00+00:00,16.2427432588,16.2427432588,15.6312842003,16.1676517954,2629,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-08-11 00:00:00+00:00,15.683835454,16.2825877087,15.683835454,16.2825877087,1422,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,84.52934721000386,-11.882611159984549,False,False,True,False,True,
2022-08-12 00:00:00+00:00,16.5890834773,16.6018541343,15.6440548574,15.6440548574,4228,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,81.21795122188881,-11.882611159984549,False,False,True,False,True,
2022-08-15 00:00:00+00:00,17.2531576427,17.4830294692,16.7806433327,16.7806433327,27469,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,81.2758561396756,-11.882611159984549,False,False,True,False,True,
2022-08-16 00:00:00+00:00,17.0610231077,17.5021854547,17.0610231077,17.3680935559,7041,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,79.1857206373908,-11.85955311493268,False,False,True,False,True,
2022-08-17 00:00:00+00:00,16.8577781011,17.0488271303,16.7087445336,16.7487166901,3272,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,75.70060258788905,-11.85955311493268,False,False,True,False,True,
2022-08-18 00:00:00+00:00,16.7709376334,16.967925018,16.7709376334,16.967925018,1046,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,72.51042941192001,-11.85955311493268,False,False,True,False,True,
2022-08-19 00:00:00+00:00,16.3450362215,16.3450362215,16.1127379702,16.2506610661,3242,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,66.64714345240043,-11.85955311493268,False,False,True,False,True,
2022-08-22 00:00:00+00:00,15.8835046766,16.0399452252,15.6759814999,16.0399452252,26574,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,59.66104477595009,-11.85955311493268,False,False,True,False,False,
