date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_44,aVWAP_BoS_CHoCH_bull_88,aVWAP_BoS_CHoCH_bear_50,aVWAP_BoS_CHoCH_bear_96,aVWAP_BoS_CHoCH_bear_155,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,5.5881530445,5.7540720779,5.2894987844,5.4487810564,993241,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,5.8337132139,6.192098326,5.5748795218,5.5881530445,1843967,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-14 00:00:00+00:00,6.3049232687,6.3712908821,5.7341617939,5.8868073046,1332341,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-21 00:00:00+00:00,5.7142515099,6.4509320181,5.6950712696,6.3712908821,1597641,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,86.43793450288514,37.17960995975861,False,False,True,False,False,
2022-01-28 00:00:00+00:00,5.7474353165,6.1655512807,5.4487810564,5.5616059991,1645690,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,77.1274732437497,28.934571143387245,False,False,True,False,False,
2022-02-04 00:00:00+00:00,6.1390042353,6.3181967914,5.6412471352,5.7275250325,1510472,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,73.90419894474373,26.675047810667564,False,False,True,False,False,
2022-02-11 00:00:00+00:00,6.1456409967,6.2584659394,5.7275250325,6.2186453714,2167695,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,71.64770277576707,25.236531095964708,False,False,True,False,False,
2022-02-18 00:00:00+00:00,5.9067175886,6.2783762234,5.7806191232,6.1257307127,1282890,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,67.14286819823226,21.548244736564115,False,False,True,False,False,
2022-02-25 00:00:00+00:00,6.7164024715,6.7363127555,5.4952383858,6.0394528153,2029241,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,68.43462882507886,21.548244736564115,False,False,True,False,False,
2022-03-04 00:00:00+00:00,6.8690479822,7.1345184357,6.4841158248,6.7694965622,3587584,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,69.90290903198016,21.548244736564115,False,False,True,False,True,
2022-03-11 00:00:00+00:00,6.5703937221,7.6588225812,6.5703937221,7.0150567316,2761118,,,,,,,"rgba(38, 166, 154, 0.5)",,6.9332033418,,0,,,0.0,0.0,0.0,0.0,68.34964395178335,21.548244736564115,False,False,True,False,True,
2022-03-18 00:00:00+00:00,6.5718623416,6.7455091108,5.870596543,6.2913560222,2493517,,,,,,,"rgba(38, 166, 154, 0.5)",,6.67827559390254,,0,,,0.0,0.0,0.0,0.0,67.24678572820466,21.548244736564115,False,False,True,False,True,
2022-03-25 00:00:00+00:00,7.4801685189,7.4935259627,6.5985772292,6.7455091108,1862564,,,,,,,"rgba(38, 166, 154, 0.5)",,6.812391537403628,,0,,,0.0,0.0,0.0,0.0,69.5192009070576,21.548244736564115,False,False,True,False,True,
2022-04-01 00:00:00+00:00,7.3399153592,7.3714389265,6.8576448514,7.2597706965,2810506,,,,,,,"rgba(38, 166, 154, 0.5)",,6.919197008159391,,0,,,0.0,0.0,0.0,0.0,70.1211672218287,21.548244736564115,False,False,True,False,True,
2022-04-08 00:00:00+00:00,8.2682577022,8.3283661992,7.0527303178,7.3666302468,2781306,,,,,,,"rgba(38, 166, 154, 0.5)",,7.130146502290209,,0,,,0.0,0.0,0.0,0.0,72.5948184361232,16.029157363468883,False,False,True,False,True,
2022-04-15 00:00:00+00:00,8.0745747673,8.3817959743,7.8875705543,8.1480407081,1287929,,,,,,,"rgba(38, 166, 154, 0.5)",,7.220735364466342,,0,,,0.0,0.0,0.0,0.0,73.16099518995938,16.580835305190547,False,False,True,False,True,
2022-04-22 00:00:00+00:00,7.7139237851,8.5821576311,7.6938876195,8.1146470986,1693409,,,,,,7.996656345233334,"rgba(38, 166, 154, 0.5)",,7.6505671851854355,,0,,,0.0,0.0,0.0,0.0,71.51581342664052,16.580835305190547,False,False,True,False,True,
2022-04-29 00:00:00+00:00,7.3265579154,7.847498223,7.0782430355,7.4133813,1697839,,,,,,7.706666380822134,"rgba(38, 166, 154, 0.5)",,7.511086850624075,,0,,,0.0,0.0,0.0,0.0,68.42136642854335,16.580835305190547,False,False,True,False,False,
2022-05-06 00:00:00+00:00,7.3399153592,7.9309822466,6.8724048268,7.1462324243,3189630,,,,,,7.548870763140563,"rgba(38, 166, 154, 0.5)",,7.437272646004937,,0,,,0.0,0.0,0.0,0.0,66.25225623039556,22.960441805044084,False,False,True,False,False,
2022-05-13 00:00:00+00:00,6.6319708386,7.2196983651,6.3047134659,7.1462324243,2006432,,,,,,7.354922701153046,"rgba(38, 166, 154, 0.5)",,7.115158312569929,,0,,,0.0,0.0,0.0,0.0,61.706446579455,18.607924237178864,False,False,True,False,False,
2022-05-20 00:00:00+00:00,7.1056830414,7.166588896,6.3740007077,6.719945962,2280558,,,,,,7.255701732651386,"rgba(38, 166, 154, 0.5)",,7.099127862180218,,0,,,0.0,0.0,0.0,0.0,60.02023781166018,17.054083674075457,False,False,True,False,False,
2022-05-27 00:00:00+00:00,7.6809050019,7.944830372,7.1733562132,7.1733562132,4624824,,,,,,7.358390050046346,"rgba(38, 166, 154, 0.5)",,7.289724809023313,,0,,,0.0,0.0,0.0,0.0,60.39677419850041,17.054083674075457,False,False,True,False,False,
2022-06-03 00:00:00+00:00,7.6199991473,8.0791616181,7.4508162177,7.8297859799,6369360,,,,,,7.462769267660322,"rgba(38, 166, 154, 0.5)",,7.49335329863537,,0,,,0.0,0.0,0.0,0.0,60.42029174714909,17.054083674075457,False,False,True,False,False,
2022-06-10 00:00:00+00:00,7.2884006053,7.7282762222,6.9703366978,7.6809050019,7617488,,,,,,7.428204567931817,"rgba(38, 166, 154, 0.5)",,7.422169369624102,,0,,,0.0,0.0,0.0,0.0,59.13204076358407,15.963989906089736,False,False,True,False,False,
2022-06-17 00:00:00+00:00,5.7325452675,7.1349763835,5.4670235746,6.8417576713,7415205,,,,,,7.163572775248267,#000000,,7.111335496100299,,0,,,0.0,0.0,0.0,0.0,53.815778779818814,10.74417352994439,False,False,False,False,False,
