date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bear_44,aVWAP_BoS_CHoCH_bear_60,aVWAP_BoS_CHoCH_bear_141,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,20.0,21.5,20.0,21.5,1854,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,20.0,20.8,18.8,20.3,1114,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-14 00:00:00+00:00,20.2,21.0,18.1,20.5,959,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-21 00:00:00+00:00,20.9,21.6,17.7,20.4,1443,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-28 00:00:00+00:00,18.4,21.9,18.3,20.9,1304,,,,,"rgba(38, 166, 154, 0.5)",,19.533333333333335,,0,,,0.0,0.0,0.0,0.0,78.5342212215459,29.70813099849262,False,False,True,False,False,
2022-02-04 00:00:00+00:00,19.2,21.1,17.2,18.6,869,,,,,"rgba(38, 166, 154, 0.5)",,19.386700414173955,,0,,,0.0,0.0,0.0,0.0,67.59831181185822,20.250711467357263,False,False,True,False,False,
2022-02-11 00:00:00+00:00,19.5,20.9,18.2,19.9,959,,,,,"rgba(38, 166, 154, 0.5)",,19.43159855257556,,0,,,0.0,0.0,0.0,0.0,61.08485896266194,15.183988139500855,False,False,True,False,False,
2022-02-18 00:00:00+00:00,19.8,20.9,18.1,18.9,992,,,,,"rgba(38, 166, 154, 0.5)",,19.47210636922082,,0,,,0.0,0.0,0.0,0.0,57.620476370320866,12.95266736656616,False,False,True,False,False,
2022-02-25 00:00:00+00:00,18.699,21.1,16.662,21.1,1370,,,,,#000000,,19.309578327872828,,0,,,0.0,0.0,0.0,0.0,51.94919286703278,8.452279651030821,False,False,False,False,False,
2022-03-04 00:00:00+00:00,19.88,23.8,17.6,17.6,4568,,,,,#000000,,20.121693334658445,,0,,,0.0,0.0,0.0,0.0,51.59661779433839,8.452279651030821,False,False,False,False,False,
2022-03-11 00:00:00+00:00,18.8,23.5,18.8,20.5,604,,,,,#000000,,20.133761192513624,,0,,,0.0,0.0,0.0,0.0,48.89158233275357,6.865731172682921,False,False,False,False,False,
2022-03-18 00:00:00+00:00,17.55,19.4,15.4,18.9,2660,,,,,"rgba(239, 83, 80, 0.5)",,18.74343107997788,,0,,,0.0,0.0,0.0,0.0,44.87080034265252,3.443197251058976,False,False,False,True,False,
2022-03-25 00:00:00+00:00,18.5,20.1,16.4,19.0,2033,,,,,"rgba(239, 83, 80, 0.5)",,18.75124459516829,,0,,,0.0,0.0,0.0,0.0,44.30438479919048,3.23184753336394,False,False,False,True,False,
2022-04-01 00:00:00+00:00,16.5,20.4,16.5,19.6,1576,,,,,"rgba(239, 83, 80, 0.5)",,18.640306235240544,,0,,,0.0,0.0,0.0,0.0,41.22488828180798,0.45311664940719965,False,False,False,True,False,
2022-04-08 00:00:00+00:00,18.284,22.0,16.5,18.3,7022,,,,,"rgba(239, 83, 80, 0.5)",,18.809132613757033,,0,,,0.0,0.0,0.0,0.0,42.30361687889779,0.45311664940719965,False,False,False,True,False,
2022-04-15 00:00:00+00:00,17.0,18.965,17.0,17.2,1658,,,,,"rgba(239, 83, 80, 0.5)",,18.71509054407321,,0,,,0.0,0.0,0.0,0.0,41.56376048198717,0.45311664940719965,False,False,False,True,False,
2022-04-22 00:00:00+00:00,16.9,19.0,16.8,16.8,1198,,,,,"rgba(239, 83, 80, 0.5)",,18.651354135292433,,0,,,0.0,0.0,0.0,0.0,40.925143964765276,0.19579830049940483,False,False,False,True,False,
2022-04-29 00:00:00+00:00,14.9,17.35,14.8,16.6,5826,,,,,"rgba(239, 83, 80, 0.5)",,18.009512894656783,,0,,,0.0,0.0,0.0,0.0,38.534081494522674,-2.291834743001502,False,False,False,True,False,
