date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_352,aVWAP_BoS_CHoCH_bull_392,aVWAP_BoS_CHoCH_bull_521,aVWAP_BoS_CHoCH_bull_561,aVWAP_BoS_CHoCH_bull_599,aVWAP_BoS_CHoCH_bull_680,aVWAP_BoS_CHoCH_bull_810,aVWAP_BoS_CHoCH_bear_80,aVWAP_BoS_CHoCH_bear_114,aVWAP_BoS_CHoCH_bear_377,aVWAP_BoS_CHoCH_bear_696,aVWAP_BoS_CHoCH_bear_759,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,69.6796512697,72.0088256296,69.252932303,71.1287177608,139523,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,70.0708103225,70.6159438025,69.2796022385,69.8396708822,135509,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-05 00:00:00+00:00,69.4574018079,71.13316275,69.4129519155,70.0085804732,102783,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,78.89908256903675,-34.403669723853,False,False,True,False,True,
2022-01-06 00:00:00+00:00,69.91079071,70.155265118,68.9151131211,69.27071226,102247,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,72.00177077401166,-34.403669723853,False,False,True,False,True,
2022-01-07 00:00:00+00:00,69.1551425398,69.9374606454,68.6795286915,69.5729715281,152802,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,59.95614723854607,-34.403669723853,False,False,True,False,True,
2022-01-10 00:00:00+00:00,69.1818124753,69.4485118294,68.5239540683,69.3240521308,132515,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,52.23963489612546,-34.403669723853,False,False,False,False,True,
2022-01-11 00:00:00+00:00,70.4530793969,70.9242482559,68.8173233579,69.3418320878,200085,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,56.258192814605906,-34.403669723853,False,False,True,False,True,
2022-01-12 00:00:00+00:00,69.8218909253,71.8309371604,69.7774410329,70.6486589233,144391,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,54.82303860805651,-34.403669723853,False,False,True,False,True,
2022-01-13 00:00:00+00:00,69.7241011621,71.3242972872,69.7241011621,69.9196806885,133868,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,53.31766376547502,-34.403669723853,False,False,True,False,True,
2022-01-14 00:00:00+00:00,69.0484627982,69.8354925924,68.2661446926,69.3418320878,150099,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,49.060176500562655,-34.403669723853,False,False,False,False,True,
2022-01-18 00:00:00+00:00,66.5237089119,68.706198627,66.5148189334,68.5861839176,156369,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,40.22509813362964,-34.403669723853,False,False,False,True,False,
2022-01-19 00:00:00+00:00,64.2478744229,67.133205836,64.2345394551,67.0837775557,165581,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,32.03793166859053,-34.403669723853,False,False,False,True,False,
2022-01-20 00:00:00+00:00,62.7721379964,65.4746914521,62.4609887498,64.4612339062,125298,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,25.645556174869185,-34.403669723853,False,False,False,True,False,
2022-01-21 00:00:00+00:00,61.0208122372,63.4922262527,61.0208122372,62.3987589005,243284,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,20.572213385865258,-34.403669723853,False,False,False,True,False,
2022-01-24 00:00:00+00:00,61.6520007088,62.0787196755,59.1894766718,60.2029342177,178587,,,,,,,,,,,,,60.97339901869999,#000000,,60.97339901869999,,0,,,0.0,0.0,0.0,0.0,19.27491465622002,-34.403669723853,False,False,False,True,False,
2022-01-25 00:00:00+00:00,60.77189284,61.3941913331,59.5539657892,60.7274429476,147518,,,,,,,,,,,,,60.79243143772332,#000000,,60.79243143772332,,0,,,0.0,0.0,0.0,0.0,17.87215899556538,-34.403669723853,False,False,False,True,False,
2022-01-26 00:00:00+00:00,60.620763206,62.9410475874,59.6606455309,61.6342207519,136535,,,,,,,,,,,,,60.875573257993686,#000000,,60.875573257993686,,0,,,0.0,0.0,0.0,0.0,16.846863046231928,-34.403669723853,False,False,False,True,False,
2022-01-27 00:00:00+00:00,60.2562740886,62.3543090082,59.9984647129,60.7896727969,190268,,,,,,,,,,,,,60.873856625482,#000000,,60.873856625482,,0,,,0.0,0.0,0.0,0.0,15.939196116919035,-34.403669723853,False,False,False,True,False,
2022-01-28 00:00:00+00:00,61.41197129,61.4830911178,59.305046392,60.1229244115,138272,,,,,,,,,,,,,60.849304157021386,#000000,,60.849304157021386,,0,,,0.0,0.0,0.0,0.0,19.25049345778305,-34.403669723853,False,False,False,True,False,
2022-01-31 00:00:00+00:00,63.5011162311,63.6166859513,60.9674723664,60.9674723664,216009,,,,,,,,,,,,,61.24516499513937,#000000,,61.24516499513937,,0,,,0.0,0.0,0.0,0.0,26.742517690841048,-34.403669723853,False,False,False,True,True,
2022-02-01 00:00:00+00:00,63.2966467263,63.7855955423,62.6832382116,63.2521968339,157367,,,,,,,,,,,,,61.51677658712732,#000000,,61.51677658712732,,0,,,0.0,0.0,0.0,0.0,31.424155771265596,-34.403669723853,False,False,False,True,True,
2022-02-02 00:00:00+00:00,65.3502317535,65.4124616028,64.0878548103,64.5679136479,175718,,,,,,,,,,,,,61.96691682654306,#000000,,61.96691682654306,,0,,,0.0,0.0,0.0,0.0,38.475705255004684,-31.16469494375201,False,False,False,True,True,
