date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_33,aVWAP_BoS_CHoCH_bull_83,aVWAP_BoS_CHoCH_bull_151,aVWAP_BoS_CHoCH_bear_24,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,15.7600169399,15.8633206692,15.3963878128,15.5368808846,7868196,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,16.702146951,16.7352041443,15.8261313266,15.8509242216,16807173,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-14 00:00:00+00:00,17.1070975698,17.2765156858,16.5533895808,16.6938826526,15954376,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-21 00:00:00+00:00,16.5781824758,17.2970937887,16.5368609841,17.1401547631,17600123,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,91.25252856536868,41.73090590945007,False,False,True,False,False,
2022-01-28 00:00:00+00:00,16.9170187079,17.0740403764,15.8963778625,16.2971963322,26462289,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,86.52335311962506,37.619140253956616,False,False,True,False,False,
2022-02-04 00:00:00+00:00,17.1236261664,17.4583302493,16.776525636,16.8261114261,19320277,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,83.88187447026044,35.57770016491547,False,False,True,False,False,
2022-02-11 00:00:00+00:00,17.7765057355,18.3384780228,17.1814762548,17.1980048515,20565838,,,,,,"rgba(38, 166, 154, 0.5)",,17.765486671033337,,0,,,0.0,0.0,0.0,0.0,83.66021356315426,35.57770016491547,False,False,True,False,False,
2022-02-18 00:00:00+00:00,17.4294052051,18.1236062659,17.3715551167,17.7186556471,26197921,,,,,,"rgba(38, 166, 154, 0.5)",,17.696039483814072,,0,,,0.0,0.0,0.0,0.0,80.47500648630813,33.09732723896977,False,False,True,False,False,
2022-02-25 00:00:00+00:00,17.0630766215,17.4647576798,16.3749467586,17.3643374152,19472675,,,,,,"rgba(38, 166, 154, 0.5)",,17.481885620041506,,0,,,0.0,0.0,0.0,0.0,75.5896902602253,28.806825182445934,False,False,True,False,False,
2022-03-04 00:00:00+00:00,16.5275018771,17.0044981339,16.2262410834,16.7367107617,22994920,,,,,,"rgba(38, 166, 154, 0.5)",,17.251036605020868,,0,,,0.0,0.0,0.0,0.0,69.11563939018217,23.091960834767207,False,False,True,False,False,
2022-03-11 00:00:00+00:00,16.5944487202,16.7952055658,16.0797948643,16.3768714803,24052555,,,,,,"rgba(38, 166, 154, 0.5)",,17.089413551857632,,0,,,0.0,0.0,0.0,0.0,64.7817730296409,19.514224949431636,False,False,True,False,False,
2022-03-18 00:00:00+00:00,16.9710247123,17.0881816877,16.0170321989,16.7367107617,33006431,,,,,,"rgba(38, 166, 154, 0.5)",,16.845922742431654,,0,,,0.0,0.0,0.0,0.0,63.201602865853495,18.52543817530899,False,False,True,False,False,
2022-03-25 00:00:00+00:00,17.6823349197,17.7158083412,16.9961297785,17.1132867538,16986463,,,,,,"rgba(38, 166, 154, 0.5)",,17.00137973733942,,0,,,0.0,0.0,0.0,0.0,64.27367934166153,18.52543817530899,False,False,True,False,False,
2022-04-01 00:00:00+00:00,17.8831754488,18.1425944656,17.448020969,17.6153880767,18829567,,,,,,"rgba(38, 166, 154, 0.5)",,17.160533462522896,,0,,,0.0,0.0,0.0,0.0,65.55017026990502,18.52543817530899,False,False,True,False,False,
2022-04-08 00:00:00+00:00,17.9166488704,18.1425944656,17.4145475475,17.8664387381,16990343,,,,,,"rgba(38, 166, 154, 0.5)",,17.25279953506039,,0,,,0.0,0.0,0.0,0.0,66.54739136101234,18.52543817530899,False,False,True,False,True,
2022-04-15 00:00:00+00:00,17.8748070935,18.1007526887,17.5400728782,17.8831754488,12715855,,,,,,"rgba(38, 166, 154, 0.5)",,17.305936992942073,,0,,,0.0,0.0,0.0,0.0,67.01014719845078,18.52543817530899,False,False,True,False,True,
2022-04-22 00:00:00+00:00,17.1216551092,18.2890406848,17.1007342207,17.7492817628,14471519,,,,,,"rgba(38, 166, 154, 0.5)",,17.382870679570065,,0,,,0.0,0.0,0.0,0.0,63.520866426653996,18.52543817530899,False,False,True,False,True,
2022-04-29 00:00:00+00:00,16.3685031249,16.9961297785,16.1619721141,16.9542880016,22741864,,,,,,"rgba(38, 166, 154, 0.5)",,17.10802075184992,,0,,,0.0,0.0,0.0,0.0,58.309832583646916,15.092740527803286,False,False,True,False,False,
2022-05-06 00:00:00+00:00,16.2095043727,16.7618158278,15.9961113105,16.3433980588,24000691,,,,,,"rgba(38, 166, 154, 0.5)",,16.961547292945497,,0,,,0.0,0.0,0.0,0.0,54.09871085757263,11.235078490807773,False,False,True,False,False,
2022-05-13 00:00:00+00:00,14.5944117842,16.1058204495,13.9165749983,15.9835587774,32198726,,,,,,#000000,,16.131509587148546,,0,,,0.0,0.0,0.0,0.0,47.46266132386639,5.121049746157738,False,False,False,False,False,
2022-05-20 00:00:00+00:00,14.6613586272,15.1718283055,14.3642820112,14.5860434288,40984718,,,,,,"rgba(239, 83, 80, 0.5)",,15.860126077635403,,0,,,0.0,0.0,0.0,0.0,42.974999968813435,1.1588172189820938,False,False,False,True,False,
2022-05-27 00:00:00+00:00,15.4721583282,15.5146175992,14.5677758574,14.8454624456,24433862,,,,,,"rgba(239, 83, 80, 0.5)",,15.81473377712504,,0,,,0.0,0.0,0.0,0.0,42.54271160789156,1.024578929607813,False,False,False,True,False,
2022-06-03 00:00:00+00:00,15.7014383913,15.9477021627,15.4127153489,15.5316013075,16063948,,,,,,"rgba(239, 83, 80, 0.5)",,15.828155127790769,,0,,,0.0,0.0,0.0,0.0,42.92488081344126,1.024578929607813,False,False,False,True,False,
2022-06-10 00:00:00+00:00,15.1494678691,16.0835718297,15.098516744,15.8373080583,19989399,,,,,,"rgba(239, 83, 80, 0.5)",,15.814625604902648,,0,,,0.0,0.0,0.0,0.0,41.990560294417726,0.5949833458380525,False,False,False,True,False,
2022-06-17 00:00:00+00:00,14.0030675539,14.9032040977,13.8162467618,14.8607448268,31100976,,,,,14.24083947113333,"rgba(239, 83, 80, 0.5)",,15.134811094473955,,0,,,-1.0,0.0,13.816247,38.0,39.32377559752191,-2.055819240854568,False,False,False,True,False,
2022-06-24 00:00:00+00:00,14.4446439716,14.597497347,13.8926734495,14.4191684091,16854484,,,,,14.265710782370533,"rgba(239, 83, 80, 0.5)",,15.087578754961557,,0,,,0.0,0.0,0.0,0.0,38.72510893292755,-2.7442038497549675,False,False,False,True,False,
